,Review,Rating
9512,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9513,Worth for every penny,5
9514,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9515,Nice quality of picturs as well as value of money,5
9516,Excellent Smart TV 👌👌👌,5
9517,Excellent product at this price...excellent picture quality and sound quality,5
9518,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9519,good,5
9520,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9521,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9522,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9523,Worth for every penny,5
9524,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9525,Nice quality of picturs as well as value of money,5
9526,Excellent Smart TV 👌👌👌,5
9527,Excellent product at this price...excellent picture quality and sound quality,5
9528,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9529,good,5
9530,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9531,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9532,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9533,Worth for every penny,5
9534,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9535,Nice quality of picturs as well as value of money,5
9536,Excellent Smart TV 👌👌👌,5
9537,Excellent product at this price...excellent picture quality and sound quality,5
9538,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9539,good,5
9540,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9541,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9542,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9543,Worth for every penny,5
9544,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9545,Nice quality of picturs as well as value of money,5
9546,Excellent Smart TV 👌👌👌,5
9547,Excellent product at this price...excellent picture quality and sound quality,5
9548,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9549,good,5
9550,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9551,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9552,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9553,Worth for every penny,5
9554,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9555,Nice quality of picturs as well as value of money,5
9556,Excellent Smart TV 👌👌👌,5
9557,Excellent product at this price...excellent picture quality and sound quality,5
9558,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9559,good,5
9560,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9561,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9562,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9563,Worth for every penny,5
9564,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9565,Nice quality of picturs as well as value of money,5
9566,Excellent Smart TV 👌👌👌,5
9567,Excellent product at this price...excellent picture quality and sound quality,5
9568,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9569,good,5
9570,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9571,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9572,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9573,Worth for every penny,5
9574,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9575,Nice quality of picturs as well as value of money,5
9576,Excellent Smart TV 👌👌👌,5
9577,Excellent product at this price...excellent picture quality and sound quality,5
9578,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9579,good,5
9580,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9581,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9582,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9583,Worth for every penny,5
9584,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9585,Nice quality of picturs as well as value of money,5
9586,Excellent Smart TV 👌👌👌,5
9587,Excellent product at this price...excellent picture quality and sound quality,5
9588,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9589,good,5
9590,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9591,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9592,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9593,Worth for every penny,5
9594,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9595,Nice quality of picturs as well as value of money,5
9596,Excellent Smart TV 👌👌👌,5
9597,Excellent product at this price...excellent picture quality and sound quality,5
9598,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9599,good,5
9600,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9601,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9602,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9603,Worth for every penny,5
9604,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9605,Nice quality of picturs as well as value of money,5
9606,Excellent Smart TV 👌👌👌,5
9607,Excellent product at this price...excellent picture quality and sound quality,5
9608,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9609,good,5
9610,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9611,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9612,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9613,Worth for every penny,5
9614,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9615,Nice quality of picturs as well as value of money,5
9616,Excellent Smart TV 👌👌👌,5
9617,Excellent product at this price...excellent picture quality and sound quality,5
9618,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9619,good,5
9620,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9621,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9622,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9623,Worth for every penny,5
9624,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9625,Nice quality of picturs as well as value of money,5
9626,Excellent Smart TV 👌👌👌,5
9627,Excellent product at this price...excellent picture quality and sound quality,5
9628,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9629,good,5
9630,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9631,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9632,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9633,Worth for every penny,5
9634,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9635,Nice quality of picturs as well as value of money,5
9636,Excellent Smart TV 👌👌👌,5
9637,Excellent product at this price...excellent picture quality and sound quality,5
9638,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9639,good,5
9640,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9641,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9642,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9643,Worth for every penny,5
9644,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9645,Nice quality of picturs as well as value of money,5
9646,Excellent Smart TV 👌👌👌,5
9647,Excellent product at this price...excellent picture quality and sound quality,5
9648,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9649,good,5
9650,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9651,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9652,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9653,Worth for every penny,5
9654,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9655,Nice quality of picturs as well as value of money,5
9656,Excellent Smart TV 👌👌👌,5
9657,Excellent product at this price...excellent picture quality and sound quality,5
9658,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9659,good,5
9660,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9661,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9662,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9663,Worth for every penny,5
9664,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9665,Nice quality of picturs as well as value of money,5
9666,Excellent Smart TV 👌👌👌,5
9667,Excellent product at this price...excellent picture quality and sound quality,5
9668,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9669,good,5
9670,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9671,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9672,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9673,Worth for every penny,5
9674,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9675,Nice quality of picturs as well as value of money,5
9676,Excellent Smart TV 👌👌👌,5
9677,Excellent product at this price...excellent picture quality and sound quality,5
9678,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9679,good,5
9680,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9681,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9682,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9683,Worth for every penny,5
9684,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9685,Nice quality of picturs as well as value of money,5
9686,Excellent Smart TV 👌👌👌,5
9687,Excellent product at this price...excellent picture quality and sound quality,5
9688,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9689,good,5
9690,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9691,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9692,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9693,Worth for every penny,5
9694,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9695,Nice quality of picturs as well as value of money,5
9696,Excellent Smart TV 👌👌👌,5
9697,Excellent product at this price...excellent picture quality and sound quality,5
9698,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9699,good,5
9700,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9701,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9702,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9703,Worth for every penny,5
9704,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9705,Nice quality of picturs as well as value of money,5
9706,Excellent Smart TV 👌👌👌,5
9707,Excellent product at this price...excellent picture quality and sound quality,5
9708,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9709,good,5
9710,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9711,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9712,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9713,Worth for every penny,5
9714,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9715,Nice quality of picturs as well as value of money,5
9716,Excellent Smart TV 👌👌👌,5
9717,Excellent product at this price...excellent picture quality and sound quality,5
9718,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9719,good,5
9720,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9721,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
9722,"Delivery, installation and demo was not good. They took too much time for delivery of goods. Installation team didnot explain any thing. Wall mounting of the TV was not upto the mark. Overall this tv is good in this price range. Only problem I found was wifi connectivity. Whenever I access youtube I have to dosconnect and reconnect the wifi.",4
9723,Worth for every penny,5
9724,Product is good and visuals are great but I see some connectivity problem with my mobile problems,4
9725,Nice quality of picturs as well as value of money,5
9726,Excellent Smart TV 👌👌👌,5
9727,Excellent product at this price...excellent picture quality and sound quality,5
9728,"I'm writing this review after 5days of use.
Pros:
Installation was done quickly and demo is done very next day of delivery.
Overall picture quality is good.
Sound is decent and louder (30w) but could have been increased quality.
4gb usable storage for apps and games.
Even though it has single band WiFi, it's playing 4k content smoothly.
Mostly all apps are already pre installed.
Cons:
WiFi connectivity issue, every time you restarts, we have to connect to WiFi manually. Hope they will fix it...",5
9729,good,5
9730,Rather going for Sony and Samsung... I choose Thompson... This is real Gem of Tv.. Value for money.. UHD below 25 k is awesome!,5
9731,"Good TV at this price but not great. Couldn’t read the text that is scrolling. Picture quality is not great.
Tv response time is slow when we open the apps or click any button in the remote. It is because of low RAM.
One more problem I identified is, the wifi is automatically getting connected but not getting internet unless we turn off and on the wifi every time we switch on the tv. Samsung or LG HD tv > Thomson 4K android tv",4
